Department,Department Description,Category,Fund,Expenditure
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,139.60"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$43,485.60"
410,"Sewers, Director/Stormwater",Contractual Services,107 - STORMWATER MANAGEMENT,"$8,017.55"
410,"Sewers, Director/Stormwater",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,153.41"
410,"Sewers, Director/Stormwater",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$21,544.35"
410,"Sewers, Director/Stormwater",Payroll,107 - STORMWATER MANAGEMENT,"$34,078.52"
420,"Sewers, Wastewater Engineering",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$50,879.99"
421,"Sewers, Project Delivery",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,678.63"
421,"Sewers, Project Delivery",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"-$2,842.86"
421,"Sewers, Project Delivery",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,056.64"
421,"Sewers, Project Delivery",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$34,887.35"
430,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,508.28"
430,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$236,662.63"
431,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,453.12"
431,"Sewers, Wastewater Administration",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$177,743.39"
431,"Sewers, Wastewater Administration",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$29,601.00"
431,"Sewers, Wastewater Administration",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,200.00"
431,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$15,661.04"
431,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$61,444.36"
431,"Sewers, Wastewater Administration",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$25,570.25"
441,"Sewers, Superintendent",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,004.03"
441,"Sewers, Superintendent",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$75,399.72"
441,"Sewers, Superintendent",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,881.69"
441,"Sewers, Superintendent",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,187.11"
442,"Sewers, Millcreek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,757.14"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,800.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$16,900.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,651.78"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,344.17"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,780.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$35,791.97"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$172,574.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,113.27"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$10,823.23"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,971.66"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,700.00"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$21,182.41"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,571.63"
442,"Sewers, Millcreek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,333.98"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$39,688.53"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,108.95"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$11,867.42"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$1,545,494.78"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$62,649.50"
442,"Sewers, Millcreek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,724.00"
442,"Sewers, Millcreek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,684.20"
442,"Sewers, Millcreek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,071.84"
443,"Sewers, Little Miami",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$14,887.07"
443,"Sewers, Little Miami",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,435.00"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,955.00"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,186.00"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,612.35"
443,"Sewers, Little Miami",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,672.62"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,450.00"
443,"Sewers, Little Miami",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$31,205.59"
443,"Sewers, Little Miami",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,123.41"
444,"Sewers, Muddy Creek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,285.46"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$19,401.34"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,400.00"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,999.00"
444,"Sewers, Muddy Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,074.57"
445,"Sewers, Sycamore",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,980.50"
445,"Sewers, Sycamore",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,566.47"
445,"Sewers, Sycamore",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,361.67"
445,"Sewers, Sycamore",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,268.93"
446,"Sewers, Taylor Creek",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,060.00"
446,"Sewers, Taylor Creek",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,108.79"
446,"Sewers, Taylor Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,007.84"
446,"Sewers, Taylor Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,600.00"
446,"Sewers, Taylor Creek",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,969.97"
446,"Sewers, Taylor Creek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$8,291.21"
446,"Sewers, Taylor Creek",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$16,342.97"
447,"Sewers, Polk Run",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,486.25"
447,"Sewers, Polk Run",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$7,653.81"
447,"Sewers, Polk Run",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,161.81"
447,"Sewers, Polk Run",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,907.94"
449,"Sewers, Maintenance",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$135,220.70"
449,"Sewers, Maintenance",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$62,774.10"
449,"Sewers, Maintenance",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$65,360.36"
450,"Sewers, Wastewater Collection",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$76,641.83"
450,"Sewers, Wastewater Collection",Fixed Costs,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,396.71"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,981.18"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,679.47"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,512.20"
450,"Sewers, Wastewater Collection",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,606.97"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,018.74"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,230.00"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,491.54"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$10,985.76"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$13,941.33"
450,"Sewers, Wastewater Collection",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,224.00"
450,"Sewers, Wastewater Collection",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$30,504.43"
450,"Sewers, Wastewater Collection",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,534.46"
450,"Sewers, Wastewater Collection",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$12,750.25"
460,"Sewers, Industrial Waste",Fringe Benefits,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$20,841.26"
460,"Sewers, Industrial Waste",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$2,190.00"
460,"Sewers, Industrial Waste",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,672.00"
460,"Sewers, Industrial Waste",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,326.04"
460,"Sewers, Industrial Waste",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$5,068.76"
460,"Sewers, Industrial Waste",Payroll,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$6,879.40"
470,"Sewers, Planning",Materials and Supplies,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$9,375.00"
470,"Sewers, Planning",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$3,062.25"
470,"Sewers, Planning",Contractual Services,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$4,148.61"
490,"Sewers, Debt Service",Debt Service,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$20,770.21"
490,"Sewers, Debt Service",Debt Service,701 - METROPOLITAN SEWER DISTRICT OF GREATER CINCINNATI,"$18,322,500.00"
921,Workers' Compensation Insuranced,Fringe Benefits,104 - LUNKEN AIRPORT,"$4,608.91"
921,Workers' Compensation Insuranced,Fringe Benefits,302 - INCOME TAX - INFRASTRUCTURE,"$57,903.11"
921,Workers' Compensation Insuranced,Fringe Benefits,350 - PUBLIC HEALTH RESEARCH,"$4,141.77"
921,Workers' Compensation Insuranced,Fringe Benefits,391 - WOMEN AND INFANTS FOOD GRANT PROGRAM,"$17,183.89"
921,Workers' Compensation Insuranced,Fringe Benefits,395 - HEALTH SERVICES,"$18,514.68"
921,Workers' Compensation Insuranced,Fringe Benefits,418 - FEDERAL HEALTH PROGRAM INCOME,"$5,676.30"
921,Workers' Compensation Insuranced,Fringe Benefits,792 - FORESTRY,"$3,430.84"
941,Audit & Examiners Fees,Contractual Services,050 - GENERAL FUND,"$5,000.00"
944,General Fund Overhead,Contractual Services,759 - INCOME TAX - TRANSIT,"$216,304.12"
944,General Fund Overhead,Contractual Services,418 - FEDERAL HEALTH PROGRAM INCOME,"$28,117.49"
951,Judgments Against the City,Fixed Costs,050 - GENERAL FUND,"$9,143.53"
953,Memberships & Publications,Contractual Services,050 - GENERAL FUND,"$8,150.00"
954,Special Investigations/Studies,Debt Service,304 - Community Development BLOCK GRANT,"$92,210.00"
959,Manager's Office Obligations,Contractual Services,050 - GENERAL FUND,"$8,000.00"
963,Downtown Special Inprovement District,Contractual Services,050 - GENERAL FUND,"$56,000.00"
121,Department of Human Resources,Fringe Benefits,050 - GENERAL FUND,"$14,132.52"
121,Department of Human Resources,Materials and Supplies,050 - GENERAL FUND,"$5,257.39"
121,Department of Human Resources,Payroll,050 - GENERAL FUND,"$8,195.68"
121,Department of Human Resources,Payroll,050 - GENERAL FUND,"$8,661.25"
21,Councilmember Y. Simpson,Fringe Benefits,050 - GENERAL FUND,"$8,747.74"
181,Citizens' Complaint Authority,Fringe Benefits,050 - GENERAL FUND,"$46,156.77"
31,Office of The Mayor,Fringe Benefits,050 - GENERAL FUND,"$17,582.48"
31,Office of The Mayor,Fringe Benefits,050 - GENERAL FUND,"$17,134.00"
41,Office of The Clerk of Council,Contractual Services,050 - GENERAL FUND,"$16,390.93"
271,Department of Fire,Fixed Costs,050 - GENERAL FUND,"$30,000.00"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$2,363.00"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$4,800.00"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$5,542.51"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$23,680.80"
271,Department of Fire,Materials and Supplies,050 - GENERAL FUND,"$2,002.22"
271,Department of Fire,Contractual Services,050 - GENERAL FUND,"$1,193,990.99"
271,Department of Fire,Contractual Services,050 - GENERAL FUND,"$33,159.89"
271,Department of Fire,Contractual Services,476 - UASI GRANT,"$3,937.60"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$458,541.24"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$594,614.17"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$543,144.27"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$66,650.47"
271,Department of Fire,Payroll,476 - UASI GRANT,"$20,863.14"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$1,469,007.21"
271,Department of Fire,Payroll,050 - GENERAL FUND,"$864,313.68"
223,Police Emergency Communications,Fringe Benefits,050 - GENERAL FUND,"$29,444.73"
223,Police Emergency Communications,Materials and Supplies,050 - GENERAL FUND,"$8,133.75"
223,Police Emergency Communications,Contractual Services,050 - GENERAL FUND,"$4,341.22"
223,Police Emergency Communications,Payroll,050 - GENERAL FUND,"$2,302,500.17"
91,Enterprise Technology Solutions,Fringe Benefits,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$100,446.42"
91,Enterprise Technology Solutions,Fringe Benefits,050 - GENERAL FUND,"$10,160.15"
91,Enterprise Technology Solutions,Fringe Benefits,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$9,458.82"
91,Enterprise Technology Solutions,Fixed Costs,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$14,900.20"
91,Enterprise Technology Solutions,Fixed Costs,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$13,104.00"
91,Enterprise Technology Solutions,Fixed Costs,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$34,634.00"
91,Enterprise Technology Solutions,Fixed Costs,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$4,757.76"
91,Enterprise Technology Solutions,Materials and Supplies,050 - GENERAL FUND,"$6,733.00"
91,Enterprise Technology Solutions,Materials and Supplies,050 - GENERAL FUND,"$8,913.73"
91,Enterprise Technology Solutions,Materials and Supplies,050 - GENERAL FUND,"$39,855.41"
91,Enterprise Technology Solutions,Materials and Supplies,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$19,868.45"
91,Enterprise Technology Solutions,Contractual Services,457 - CLEAR FUND,"$7,807.50"
91,Enterprise Technology Solutions,Contractual Services,050 - GENERAL FUND,"$3,680.00"
91,Enterprise Technology Solutions,Contractual Services,449 - CINCINNATI AREA GEOGRAPHIC INFORMATION SYSTEM (CAGIS),"$8,133.49"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$427,790.43"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$6,775.00"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$21,769.34"
91,Enterprise Technology Solutions,Contractual Services,302 - INCOME TAX - INFRASTRUCTURE,"$375,360.00"
91,Enterprise Technology Solutions,Contractual Services,457 - CLEAR FUND,"$19,234.74"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$6,189.33"
91,Enterprise Technology Solutions,Contractual Services,457 - CLEAR FUND,"$198,383.02"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$125,361.49"
91,Enterprise Technology Solutions,Contractual Services,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$2,560.71"
91,Enterprise Technology Solutions,Payroll,050 - GENERAL FUND,"$2,488.99"
91,Enterprise Technology Solutions,Payroll,702 - ENTERPRISE TECHNOLOGY SOLUTIONS,"$2,549.15"
